Key,Brazilian
ulmResourceBicycleChainDesc,"Item não implementado ao jogo ainda!"
ulmResourceBicycleRepairKit,"Kit de Reparo da Bicicleta"
ulmResourceBicycleRepairKitDesc,"Tudo o que você precisa para consertar uma bicicleta"
ulmResourceBicycleSeat,"Banco de Bicicleta"
ulmResourceBicycleSeatDesc,"Item não implementado ao jogo ainda!"
ulmResourceBicycleWheel,"Roda de Bicicleta"
ulmResourceBicycleWheelBlueprint,"Diagrama de Roda de Bicicleta"
ulmResourceBicycleWheelBlueprintDesc,"Instruções de como fazer uma [decea3]Roda de Bicicleta[-]."
ulmResourceBicycleWheelDesc,"Roda de Bicicleta comum"
ulmResourceBobbyPin,"Grampo de Cabelo"
ulmResourceBobbyPinBlueprint,"Diagrama de Grampo de Cabelo"
ulmResourceBobbyPinDesc,"Um grampo de cabelo geralmente feito algum tipo de metal. Ajuda a manter o cabelo no lugar ou pode ser usado para um arrombamento improvisado."
ulmResourceBonePowder,"Pó de Osso"
ulmResourceBonePowderDesc,"Pó de osso e um dos ingredientes para fazer cola."
ulmResourceBook,"Livro Velho"
ulmResourceBookDesc,"Um livro velho vai te dar papel e queima fácil."
ulmResourceBottleEmpty,"Garrafa de Cerveja Vazia"
ulmResourceBottleEmptyDesc,"Uma garrafa de cerveja vazia. Ideal para fazer Coquetéis Molotov ou para preparar sua própria cerveja."
ulmResourceBowl,"Tigela"
ulmResourceBowlDesc,"Se você quiser fazer sopas / ensopados, precisará de um lugar para servir antes de comer e a tigela é o item perfeito para isso."
ulmResourceBowstring,"Corda de Arco"
ulmResourceBowstringDesc,"Uma corda, que é usada para criar um arco ou uma besta."
ulmResourceBranch,"Galho"
ulmResourceBranchDesc,"Usado em algumas receitas. Queima rápido, como era de se esperar."
ulmResourceBrassValve,"Válvula de Latão"
ulmResourceBrassValveDesc,"Para aplicações residenciais ou comerciais de ar, vapor, óleo ou gás."
ulmResourceBrick,"Tijolo de Argila"
ulmResourceBrickDesc,"Pode ser usado em artesanato ou para obter um pouco de argila."
ulmResourceCarRepairKit,"Kit de Reparo de Carro"
ulmResourceCarRepairKitBlueprint,"Diagrama de Kit de Reparo de Carro"
ulmResourceCarRepairKitBlueprintDesc,"Instruções sobre como fazer um [decea3]Kit de Reparo de Carro[-]."
ulmResourceCarRepairKitDesc,"Contém todas as peças necessárias para restaurar um carro em condições de funcionamento."
ulmResourceCarWheel,"Roda de Carro"
ulmResourceCarWheelBlueprint,"Diagrama de Roda de Carro"
ulmResourceCarWheelBlueprintDesc,"Instruções de como fazer uma [decea3]Roda de 4x4[-]."
ulmResourceCarWheelDesc,"Roda de carro comum"
ulmResourceCharcoal,"Carvão Vegetal"
ulmResourceCharcoalDesc,"Resíduo de carbono produzido pelo forte aquecimento da madeira e vaporização de toda a água em um processo chamado queima de carvão, geralmente em uma lareira, fogão a lenha e afins. Pode ser usado em medicina, arte e, mais importante, metalurgia como fonte de combustível."
ulmResourceCoalPowder,"Pó de Carvão"
ulmResourceCoalPowderDesc,"Ingrediente principal na produção de pólvora."
ulmResourceConcreteReinforcement,"Reforço de Concreto"
ulmResourceConcreteReinforcementDesc,"Usado para reforçar os [decea3]blocos de concreto[-] existentes em [decea3]blocos de concreto armado[-]"
ulmResourceDeadWeight,"Pedaço de Carne Pútrida"
ulmResourceDeadWeightDesc,"Tem um odor fétido de cadáver podre."
ulmResourceDuneRunnerDashboard,"Painel do Buggy 4x4 UTV"
ulmResourceDuneRunnerDashboardDesc,"Painel com informações básicas do veículo e um volante acoplado"
ulmResourceDuneRunnerDashboardSchematic,"Diagrama do Painel do Buggy 4x4 UTV"
ulmResourceDuneRunnerDashboardSchematicDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmResourceDuneRunnerFrame,"Chassi do Buggy 4x4 UTV"
ulmResourceDuneRunnerFrameDesc,"Chassi reforçado para manter todas as partes do buggy bem juntas"
ulmResourceDuneRunnerFrameSchematic,"Diagrama do Chassi do Buggy 4x4 UTV"
ulmResourceDuneRunnerFrameSchematicDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmResourceDuneRunnerSeat,"Banco do Buggy 4x4 UTV"
ulmResourceDuneRunnerSeatDesc,"Assento confortável e apertado de um carro esportivo"
ulmResourceDuneRunnerSeatSchematic,"Diagrama do Banco do Buggy 4x4 UTV"
ulmResourceDuneRunnerSeatSchematicDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmResourceDuneRunnerSuspension,"Suspensão do Buggy 4x4 UTV"
ulmResourceDuneRunnerSuspensionDesc,"Oferece um passeio mais confortável, bem como a capacidade de um off-road em um único veículo.."
ulmResourceDuneRunnerSuspensionSchematic,"Diagrama da Suspensão do Buggy 4x4 UTV"
ulmResourceDuneRunnerSuspensionSchematicDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmResourceDuneRunnerWheel,"Roda do Buggy 4x4 UTV"
ulmResourceDuneRunnerWheelDesc,"Rodas de off-road com excelente aderência."
ulmResourceDuneRunnerWheelSchematic,"Diagrama da Roda do Buggy 4x4 UTV"
ulmResourceDuneRunnerWheelSchematicDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
ulmResourceElectronicCircuitboard,"Placa de Circuito"
ulmResourceElectronicCircuitboardDesc,"Utilizável em receitas de artesanato avançadas."
ulmResourceElectronicComponents,"Componentes eletrônicos"
ulmResourceElectronicComponentsDesc,"Construindo itens da eletrônica moderna, como fusíveis, interruptores, diodos, transistores, capacitores, resistores, microchips etc."
ulmResourceElectronicCopperCoil,"Bobina de Cobre"
ulmResourceElectronicCopperCoilDesc,"Componente chave da maioria dos motores elétricos"
ulmResourceElectronicDiode,"Diodo"
ulmResourceElectronicDiodeDesc,"Um diodo de luz muito simples. Usado em eletrônica."
ulmResourceElectronicFuse,"Fusível"
ulmResourceElectronicFuseDesc,"Usado em eletrônica."
ulmResourceElectronicInsulator,"Isolante Elétrico de Cerâmica"
ulmResourceElectronicInsulatorDesc,"Um isolante elétrico feito de compósitos cerâmicos, que permite o controle do fluxo de corrente sob a influência de um campo elétrico."
ulmResourceElectronicLCDScreen,"Tela de LCD"
ulmResourceElectronicLCDScreenDesc,"Tela de LCD muito básica com baixa resolução."
ulmResourceElectronicMicrochip,"Microchip"
ulmResourceElectronicMicrochipDesc,"Usado na maioria dos componentes eletrônicos; dependendo do tipo de chip, eles podem ser usados ​​para processar informações, instruções ou armazenar dados."
ulmResourceElectronicResistor,"Resistor"
ulmResourceElectronicResistorDesc,"Uma maneira de diminuir a tensão dos componentes elétricos é usando resistores."
ulmResourceElectronicSwitch,"Interruptor elétrico"
ulmResourceElectronicSwitchDesc,"Interruptor elétrico muito básico para ligar ou desligar componentes elétricos dentro de um dispositivo elétrico."
ulmResourceEngineV1,"Motor Pequeno"
ulmResourceEngineV12,"Motor de Caminhão"
ulmResourceEngineV12Desc,"Grande motor de combustão interna. Usado para geração de energia."
ulmResourceEngineV1Desc,"Motor muito pequeno e compacto de um cortador de grama comum. Usado para geração de energia."
ulmResourceEngineV4,"Motor de Aviação"
ulmResourceEngineV4Desc,"Motor de combustão interna de uma pequena aeronave. Usado para geração de energia."
ulmResourceEngineV6,"Motor do Buggy 4x4 UTV"
ulmResourceEngineV6Desc,"Motor de combustão interna de um buggy. Usado para geração de energia ou criação de um Buggy."
ulmResourceEngineV8,"Motor de Carro"
ulmResourceEngineV8Desc,"Motor de combustão interna de tamanho médio. Usado para geração de energia"
ulmResourceEngineV8M,"Motor de Moto"
ulmResourceEngineV8MDesc,"Motor de combustão interna de tamanho médio. Usado para geração de energia"
ulmResourceFirewood,"Lenha"
ulmResourceFirewoodDesc,"A fonte de combustível mais conhecida para fazer fogo."
ulmResourceForgedTitanium,"Placa de Titânio"
ulmResourceForgedTitaniumDesc,"Usado na construção de itens e blocos avançados"
ulmResourceFuelBrick,"Acendedor de Madeira"
ulmResourceFuelBrickDesc,"Um bloco feito de restos de madeira que queima excepcionalmente bem."
ulmResourceGears,"Engrenagens"
ulmResourceGearsDesc,"Geralmente engrena com outra peça dentada para transmitir torque."
ulmResourceGlass,"Vidro"
ulmResourceGlassDesc,"Sólido amorfo transparente com usos práticos, tecnológicos e decorativos generalizados. Com ele você pode criar várias garrafas de vidro, janelas etc."
ulmResourceGyrocopterWheel,"Roda de Girocóptero"
ulmResourceGyrocopterWheelBlueprint,"Diagrama de Roda de Girocóptero"
ulmResourceGyrocopterWheelBlueprintDesc,"Instruções sobre como fazer uma [decea3]Roda de Girocóptero[-]"
ulmResourceGyrocopterWheelDesc,"Roda de girocóptero padrão"
ulmResourceHandleWood,"Cabo de Madeira"
ulmResourceHandleWoodDesc,"Usado na criação de Martelos, Picaretas, Machados e outras ferramentas"
ulmResourceHingeBrass,"Dobradiça de latão"
ulmResourceHingeBrassDesc,"Dobradiça resistente para conectar dois objetos sólidos, permitindo a rotação entre eles."
ulmResourceHingeIron,"Dobradiça de Ferro"
ulmResourceHingeIronDesc,"Dobradiça de ferro resistente para conectar dois objetos sólidos, permitindo a rotação entre eles."
ulmResourceHingeSteel,"Dobradiça de aço"
ulmResourceHingeSteelDesc,"Dobradiça muito resistente para conectar dois objetos sólidos, permitindo a rotação entre eles."
ulmResourceHoney,"Favo de mel"
ulmResourceHoneyDesc,"Para obter mel utilizável, você precisa processá-lo na [decea3]Fogueira[-]."
ulmResourceIngotBrass,"Lingote de Latão"
ulmResourceIngotBrassDesc,"Um lingote de latão denso. Gostaria de saber quantas balas isso faria?"
ulmResourceIngotCopper,"Lingotes de cobre"
ulmResourceIngotCopperDesc,"Um lingote de cobre denso. Metal comum usado em componentes elétricos para condução de eletricidade."
ulmResourceIngotCrudeIron,"Lingote de Ferro Bruto"
ulmResourceIngotCrudeIronDesc,"Um lingote de ferro denso de qualidade bruta. Metal comum usado no forjamento de metal bruto básico."
ulmResourceIngotGold,"Lingote de Ouro"
ulmResourceIngotGoldDesc,"Um lingote de ouro denso."
ulmResourceIngotIron,"Lingote de Ferro"
ulmResourceIngotIronDesc,"Um lingote denso, que pode ser processado e moldado em diferentes itens."
ulmResourceIngotLead,"Lingote de Chumbo"
ulmResourceIngotLeadDesc,"Um lingote de chumbo denso. A melhor maneira de armazenar metais é fundindo sucatas e depois transformando-as do estado líquido em um lingote para armazenamento a longo prazo."
ulmResourceIngotSilver,"Lingote de Prata"
ulmResourceIngotSilverDesc,"Um lingote de prata denso."
ulmResourceIngotSteel,"Lingote de Aço"
ulmResourceIngotSteelDesc,"Um lingote denso, que pode ser processado e moldado em diferentes itens."
ulmResourceIngotTitanium,"Lingote de Titânio"
ulmResourceIngotTitaniumDesc,"Usado na construção de ligas à base de titânio."
ulmResourceIngotZinc,"Lingote de Zinco"
ulmResourceIngotZincDesc,"Raramente usado em sua forma pura, mais comumente encontrado como uma liga com outros metais, pode ser usado em combinação com o Cobre para a fabricação do Latão."
ulmResourceLightBulb,"Lâmpada"
ulmResourceLightBulbDesc,"Lâmpada empoeirada, mas bem conservada."
ulmResourceLithiumBattery,"Bateria de Lítio"
ulmResourceLithiumBatteryCells,"Células de bateria de Lítio"
ulmResourceLithiumBatteryCellsDesc,"Células de bateria de lítio pequenas e compactas. Cada um fornece muito pouca energia, mas combinados em maior número, podem superar as baterias de chumbo-ácido. Usado como uma bateria alternativa para minibike."
ulmResourceLithiumBatteryDesc,"Bateria composta por várias células de bateria de lítio menores. Funciona melhor do que as baterias de chumbo-ácido comuns. Utilizável como bateria para minibike."
ulmResourceLumber,"Troncos"
ulmResourceLumberDesc,"Pode ser processado em outros recursos, como tábua, lenha, etc."
ulmResourceMetalMesh,"Malha de Metal"
ulmResourceMetalMeshDesc,"Malha de metal resistente. Usado como reforço para fabricação de vidro à prova de bala."
ulmResourceMinibikeRepairKit,"Kit de reparo da Minibike"
ulmResourceMinibikeRepairKitBlueprint,"Diagrama de Kit de reparo da Minibike"
ulmResourceMinibikeRepairKitBlueprintDesc,"Instruções sobre como fazer um [decea3]Kit de reparo da Minibike[-]."
ulmResourceMinibikeRepairKitDesc,"Contém todas as peças necessárias para restaurar uma Minibike em condições de funcionamento"
ulmResourceMinibikeWheel,"Roda de Minibike"
ulmResourceMinibikeWheelBlueprint,"Diagrama de Roda de Minibike"
ulmResourceMinibikeWheelBlueprintDesc,"Instruções sobre como fazer uma [decea3]Roda de Minibike[-]."
ulmResourceMinibikeWheelDesc,"Roda de Minibike comum"
ulmResourceMotorcycleRepairKit,"Kit de Reparo da Moto"
ulmResourceMotorcycleRepairKitBlueprint,"Diagrama de Kit de Reparo da Moto"
ulmResourceMotorcycleRepairKitBlueprintDesc,"Instruções sobre como fazer um [decea3] Kit de Reparo da Moto[-]."
ulmResourceMotorcycleRepairKitDesc,"Contém todas as peças necessárias para restaurar uma Moto em condições de trabalho."
ulmResourceMotorcycleWheel,"Roda de Moto"
ulmResourceMotorcycleWheelBlueprint,"Diagrama de Rodas de Moto"
ulmResourceMotorcycleWheelBlueprintDesc,"Instruções sobre como fazer uma [decea3]Rodas de Moto[-]."
ulmResourceMotorcycleWheelDesc,"Uma roda de moto comum"
ulmResourceNutsAndBolts,"Porcas e Parafusos"
ulmResourceNutsAndBoltsDesc,"Porcas, parafusos e arruelas de vários tamanhos."
ulmResourceOreCopper,"Minério de Cobre"
ulmResourceOreCopperDesc,"Um pedaço de [decea3]Minério de Cobre[-]. Não é muito útil em seu estado bruto, primeiro você precisa refiná-lo no forno derretendo-o e solidificando-o em um [decea3]Lingote de Cobre[-]."
ulmResourceOreIron,"Minério de Ferro"
ulmResourceOreIronDesc,"Um pedaço de [decea3]Minério de Ferro[-]. Não é muito útil em seu estado bruto, primeiro você precisa refiná-lo no forno derretendo-o e solidificando-o em um [decea3]Lingote de Ferro[-]."
ulmResourceOreLead,"Minério de Chumbo"
ulmResourceOreLeadDesc,"Um pedaço de [decea3]Minério de Chumbo[-]. Não é muito útil em seu estado bruto, primeiro você precisa refiná-lo no forno derretendo-o e solidificando-o em um [decea3]Lingote de Chumbo[-]."
ulmResourceOrePotassiumNitrate,"Minério de Salitre"
ulmResourceOrePotassiumNitrateDesc,"Um pedaço de minério rico em [decea3]Nitrato de Potássio[-]. Não muito útil em seu estado bruto, use [decea3]Pilão de pedra[-] para produzir [decea3]Pó de Nitrato de Potássio[-]."
ulmResourceOreStone,"Pedra Grande"
ulmResourceOreStoneDesc,"Uma pedra grande, usada para fazer vários itens básicos e essenciais."
ulmResourceOreSulfur,"Minério de Enxofre"
ulmResourceOreSulfurDesc,"Pode ser encontrado em pequenas quantidades em veios de [decea3]Minério de Salitre[-] e deve ser processado posteriormente no [decea3]Pilão de pedra[-] para obter [decea3]Enxofre em Pó[-], um dos ingredientes da pólvora."
ulmResourceOreTitanium,"Minério de Titânio"
ulmResourceOreTitaniumDesc,"Um pedaço de [decea3]Minério de titânio[-]. Não é muito útil em seu estado bruto, primeiro você tem que refiná-lo na fornalha derretendo-o e solidificando-o em um [decea3]Lingote de Titânio[-]."
ulmResourceOreZinc,"Minério de Zinco"
ulmResourceOreZincDesc,"Um pedaço de [decea3]Minério de Zinco[-]. Não é muito útil em seu estado bruto, primeiro você precisa refiná-lo no forno derretendo-o e solidificando-o em um [decea3]Lingote de Zinco[-]."
ulmResourcePartsSMG,"Peças de SMG"
ulmResourcePartsSMGDesc,"Alguns pedaços do que já foi um SMG."
ulmResourcePlank,"Tábua de Madeira"
ulmResourcePlankDesc,"Usado na maioria das receitas de artesanato relacionadas à marcenaria. Pode ser trabalhada de forma mais eficiente na bancada com uma serra circular."
ulmResourcePoliceLights,"Luzes da polícia"
ulmResourcePoliceLightsDesc,"Você pode atualizar carros de polícia com eles"
ulmResourcePrimitiveRepairKit,"Kit de Reparo do Sobrevivente"
ulmResourcePrimitiveRepairKitDesc,"Nada que um pedaço de pedra, uns galhos e uma corda não podem fazer para reparar as ferramentas e armas mais básicas."
ulmResourceRebarIron,"Vergalhão de Ferro"
ulmResourceRebarIronDesc,"Utilizado na construção de armações de vergalhões e barras de ferro. Tem outras aplicações também."
ulmResourceRebarSteel,"Vergalhão de Aço"
ulmResourceRebarSteelDesc,"Usado na construção de barras de aço."
ulmResourceRebarTitanium,"Vergalhão de Titânio"
ulmResourceRebarTitaniumDesc,"Usado na construção de itens e blocos avançados"
ulmResourceResearch,"Dados de Pesquisa"
ulmResourceResearchDesc,"Uma coleção de dados de pesquisa valiosos. Quando dados suficientes são coletados, é possível pesquisar novos projetos na mesa de pesquisa."
ulmResourceResin,"Resina"
ulmResourceResinDesc,"Substância altamente viscosa, que pode ser colhida de árvores. Muitas vezes misturas de compostos orgânicos. Muitas plantas, principalmente as lenhosas, produzem resina quando machucadas."
